ASSETNUM;DESCRIPTION;ASSETTAG;LOCATION;SLXJDETECNICO;INSTALLDATE;STATUS;SITEID
2977308;OSCILOSCOPIO AMT;;TS_CNV_INST_PATRONES;124283;;OPERACION;0131_GE
4229027;BARRAJE SALIDA ESTATOR U1 P2;;PII_CNV_U1_GEN;116117;9/04/2001;OPERACION;0131_GE
4229063;CONTROL VAPORES U1 P2;;PII_CNV_U1_CTRL_INST;116137;;OPERACION;0131_GE
4229124;CARACOL TURBINA U2 P2;;PII_CNV_U2_TURB;116219;;OPERACION;0131_GE
4229433;TRANSFORMADOR DE DISTRIBUCION, SERVICIOS_ESENCIALES;2;PII_TRF_AUXELEC-S/E_ ESC;116523;;OPERACION;0131_GE
4229460;TABLERO DE DISTRIBUCION;UPS;PII_TRF_AUXELEC-S/E_DC 125V;116570;;OPERACION;0131_GE
4229549;COMPUERTA SOLAPA 1 EMBALSE P3_EPM-GE-1857;1;PIII_ALM_EMB_VERT;475540;;OPERACION;0131_GE
4229698;ESTACION HYDROFLOW V/A U4 P3_EPM-GE-2011;;PIII_CNV_U4_TURB_AUX;453633;;OPERACION;0131_GE
4229703;TERMOMETRO H1 FASE R BCO1 P3_EPM-GE-2016;H1;PIII_CNV_U4_CTRL_INST;454514;;OPERACION;0131_GE
4229821;TERMOMETRO 6 CGT U2 P3_EPM-GE-2137;6;PIII_CNV_U2_CTRL_INST;477668;;OPERACION;0131_GE
4230075;UMA 5 A/A VENTILACION 2 C/M P3_EPM-GE-2399;5;PIII_CNV_AUXMEC_C/M_AACON_VENTILA-2;300645;;OPERACION;0131_GE
4230169;DISTRIBUCION TD-03 480V C/M P3_EPM-GE-2499;TD-03;PIII_CNV_AUXELEC-C/M_ SAUX480AC;260132;1/07/2011;OPERACION;0131_GE
4230285;MEDIDOR DE ENERGIA;PPAL 1 L2;PIII_TRF_S/E-500KV_AUXELEC-BT_MEDID;468604;;OPERACION;0131_GE
4230324;INTERRUPTOR;K06;PIII_TRF_AUXELEC-MT_CELDA-TDMT 13.2;468618;;OPERACION;0131_GE
4230341;TERRENO BASE MILITAR PIII_EPM-GE-2684;;PIII_TERRENOS;399227;;OPERACION;0131_GE
4230448;MEDIDOR DE ENERGIA;1 BCO2;G3_TRF_INSTRUM;116607;;OPERACION;0131_GE
4230453;MEDIDOR DE ENERGIA;2;G3_TRF_INSTRUM;116612;;OPERACION;0131_GE
4230480;COMPUERTA PLANA DESLIZANTE;DESLIZANTE;G3_ALM_BOCAT_VERTIM;2341;1/07/1962;OPERACION;0131_GE
4230859;TUBERIA REFRIGERACIO GEN U6 G3_EPM-GE-758;REFRIGERACIO GEN U6;G3_CNV_AUXMEC_C/M_REFRIG_BOMBE_ACRU;2594;;OPERACION;0131_GE
4230982;RODETE PELTON;;G3_ROTABLES;2358;1/07/1962;OPERACION;0131_GE
4233206;BANCO TIRISTORES +EE1 U3 G4_EPM-GE-1049;EE1;G4_CNV_U3_GEN_AUX_EXCIT;376195;;OPERACION;0131_GE
4233209;TRANSFORMADOR EXCITACION U3 G4_EPM-GE-1052;;G4_CNV_U3_GEN_AUX_EXCIT;376198;1/07/2008;OPERACION;0131_GE
4233218;CARACOL TURBINA U3 G4_EPM-GE-1061;;G4_CNV_U3_TURB;3529;;OPERACION;0131_GE
4233258;COMPRESOR 2 REGULADOR U3 G4_EPM-GE-1102;2;G4_CNV_AUXMEC_C/M_ACOMP_REG U3;3315;;OPERACION;0131_GE
4588724;TANQUE DESARENADOR BOCATOMA CA EPM-GE-10200;;CA_ALM_BOCAT;285605;25/06/2007;OPERACION;0131_GE
4588766;ESTACION HIDRAULICA U2 CA EPM-GE-10242;;CA_CNV_U2_TURB_AUX_REGVEL;285640;25/06/2007;OPERACION;0131_GE
4588785;SECCIONADOR TRANSFORMADOR CA EPM-GE-10261;;CA_TRF;285614;25/06/2007;OPERACION;0131_GE
4588788;SECCIONADOR LINEA CA EPM-GE-10264;;CA_TRF;285667;25/06/2007;OPERACION;0131_GE
4588808;REJAS COLADERAS BOCATOMA HE EPM-GE-9009;;HE_ALM_BOCAT_AUXMEC;199934;23/10/2005;OPERACION;0131_GE
4588816;POZO VERTICAL HE EPM-GE-9017;;HE_CND_OBRAS;239880;30/10/2004;OPERACION;0131_GE
4588829;ESTACION HIDRAULICO V/M HE EPM-GE-9030;;HE_CND_C/V_AUXMEC;226429;16/12/2001;OPERACION;0131_GE
4588850;MOTOBOMBA AC LUBRICACION U1 HE EPM-GE-9052;AC;HE_CNV_U1_GEN_AUX_ LUB-ACEI;375191;8/11/2009;OPERACION;0131_GE
4589006;MOTORREDUCTOR C/ADUCCION VU EPM-GE-9327;;VU_CND_CAPT;433743;19/01/2011;OPERACION;0131_GE
4589007;COMPUERTA 2 CANAL ADUCCION VU EPM-GE-9328;2 CANAL ADUCCION;VU_CND_CAPT;200066;25/10/2005;OPERACION;0131_GE
4589013;MEDIDOR TANQUE CARGA VU EPM-GE-9334;TANQUE CARGA;VU_CND_OBRAS;200069;25/10/2005;OPERACION;0131_GE
4589043;BY PASS VALVULA ADMISION U1 VU EPM-GE-9365;;VU_CNV_U1_TURB_AUX;200090;25/10/2005;OPERACION;0131_GE
4589044;CONTROL LOCAL TC V/A U1 VU EPM-GE-9366;TC V/A;VU_CNV_U1_TURB_AUX;200092;25/10/2005;OPERACION;0131_GE
4589157;ALARMAS DISPAROS GRALES U1 NQ EPM-GE-8054;;NQ_CNV_U1_CTRL;4324;16/01/2001;OPERACION;0131_GE
4589174;DOSIFICADOR POLIMERO C/M NQ EPM-GE-8071;;NQ_CNV_AUXMEC-C/M_CIRC_ATRU;4281;27/05/2002;OPERACION;0131_GE
4589176;MOTOBOMBA 2 AGUA CRUDA U1 NQ EPM-GE-8073;1 ACRU;NQ_CNV_AUXMEC-C/M_CIRC_ATRU;4296;21/03/2002;OPERACION;0131_GE
4589190;UMA 1 OFICINAS C/M NQ EPM-GE-8087;1;NQ_CNV_AUXMEC_C/M_AACON;4330;10/03/2002;OPERACION;0131_GE
4589209;TRANSFORMADOR SERV AUX A1 NQ EPM-GE-8106;SERV AUX A1;NQ_CNV_AUXELEC-C/M;4365;31/12/1983;OPERACION;0131_GE
4592513;ESTACION HIDRAULICA 1 C/V R1 EPM-GE-20000;1;RG1_CND_C/V;4107;14/01/2001;OPERACION;0131_GE
4592544;ALUMBRADO TOMAS C/M R1 EPM-GE-20031;;RG1_CNV_AUXMEC-C/M;4106;19/10/2000;OPERACION;0131_GE
4592572;TANQUE LUBRICACION COJIN U1 R1 EPM-GE-20059;;RG1_CNV_U1_GEN_AUX_CIRC-ACEI;4168;4/04/2002;OPERACION;0131_GE
4592691;BATERIAS 125VDC C/M S2 EPM-GE-10243;;S2_CNV_AUXELEC-C/M;381183;12/01/2010;OPERACION;0131_GE
4593011;MOTORREDUCTOR GIRO DER A2 JP EPM-GE-10372;GIRO DER;JP_CNV_AEROG2_GOND_MEC-ORIEN;226948;8/01/2013;OPERACION;0131_GE
4593046;FRENO GONDOLA A3 JP EPM-GE-10410;;JP_CNV_AEROG3_GOND_MEC-ORIEN;226995;27/04/2004;OPERACION;0131_GE
4593122;EJE ALTA VELOCIDAD A6 JP EPM-GE-10491;;JP_CNV_AEROG6_GOND;226621;27/04/2004;OPERACION;0131_GE
4593219;TABLERO FUERZA A9 JP EPM-GE-10594;FUERZA;JP_CNV_AEROG9_GOND;226639;27/04/2004;OPERACION;0131_GE
4593315;EJE ALTA VELOCIDAD A12 JP EPM-GE-10696;;JP_CNV_AEROG12_GOND;226627;27/04/2004;OPERACION;0131_GE
4593454;CAJA MULTIPLICADORA RESERVA JP EPM-GE-10842;;JP_ROTABLES;226564;27/04/2004;OPERACION;0131_GE
4593511;INVERSOR ESENCIALES C/M PJ EPM-GE-8725;;PJ1_CNV_AUXELEC-C/M;124074;21/08/1994;OPERACION;0131_GE
4593512;SECCIONADOR 6.6KV C/M PJ EPM-GE-8726;6.6 KV;PJ1_CNV_AUXELEC-C/M_CELDAS6.6KV;4761;21/08/1994;OPERACION;0131_GE
4593530;CABLE AISLADO POTENCIA PJ EPM-GE-8744;;PJ1_CNV_U1_GEN_AUX;4697;12/10/2000;BAJSIMPLE;0131_GE
4593632;MOTOBOMBA 1 LUBRI FORZADA U1PJ2 EPM-GE-8855;1;PJ2_CNV_U1_GEN_AUX_LUB-FORZ;4813;16/01/2001;OPERACION;0131_GE
4593687;COMPUERTA CONTROL POZO PL EPM-GE-7007;;PL_CND_CAPT_CAMAR-COMP;6816;;OPERACION;0131_GE
4593866;TERMOMETRO 2 FASE S U2 PL EPM-GE-7186;1 FASE S;;633942;;OPERACION;0131_GE
4594016;MOTOBOMBA 2 AGUA CONDENSADA PL EPM-GE-7336;2;PL_CNV_AUXMEC_C/M_AACON_BOMB-ACON;6938;;OPERACION;0131_GE
4594098;CELDA Y65 13.2KV S/E PL EPM-GE-7418;Y65;PL_TRF_AUXELEC_CELDAS-SAUX;7252;;OPERACION;0131_GE
4594220;MOTORREDUCTOR 1 DESCA CLARA GT EPM-GE-6073;1;GT_CNV_LA-CLARA_AUXMEC;6445;5/09/2000;OPERACION;0131_GE
4594263;INYECTOR 3 TURBINA U1 GT EPM-GE-6116;3;GT_CNV_U1_TURB_INYEC;6006;4/03/2002;OPERACION;0131_GE
4594306;BARRAJE SALIDA ESTATOR U2 GT EPM-GE-6159;;GT_CNV_U2_GEN_AUX;5725;10/01/2002;OPERACION;0131_GE
4594360;RADIADOR;7;GT_ACTIVOS-BAJA;6293;5/03/2002;BAJOBSOL;0131_GE
4594448;RELE PROTECCION PP2 GEN U4 GT EPM-GE-6301;GEN PP2;GT_CNV_U4_CTRL_PROTEC;519340;29/05/2012;OPERACION;0131_GE
4594513;INTERFASE CONTROR +DU15 U5 GT EPM-GE-6366;0;GT_CNV_U5_CTRL;6153;10/03/2002;OPERACION;0131_GE
4594545;MOTOBOMBA LEVANTE ROTOR U6 GT EPM-GE-6398;LEVANTE ROTOR;GT_CNV_U6_GEN_AUX;5925;21/03/2002;OPERACION;0131_GE
4594735;INTERRUPTOR +L2 GEN ASINCRO GT EPM-GE-6589;#¿NOMBRE?;GT_CNV_U9_GEN;6385;12/03/2002;OPERACION;0131_GE
4594777;CENTRO CONTROL CCM4 GT EPM-GE-6631;CCM4;GT_CNV_AUXMEC_C/M_AACON;6467;4/04/2002;OPERACION;0131_GE
4594917;RTU REMOTA CND-EMS GT EPM-GE-6731;CND-EMS;GT_CNV_AUXELEC-C/M;265069;27/06/2007;BAJSIMPLE;0131_GE
4594930;RECINTO GENERADOR U3 GT EPM-GE-6743;U3;GT_CNV_OBRAS;6051;4/03/2002;OPERACION;0131_GE
4594934;RECINTO GENERADOR U5 GT EPM-GE-6747;U5;GT_CNV_OBRAS;6057;4/03/2002;OPERACION;0131_GE
4594962;INYECTOR RESERVA GT EPM-GE-6773;RESERVA;GT_ROTABLES;6017;4/03/2002;OPERACION;0131_GE
4594987;ESTACION OPERACION 2 S/E GT EPM-GE-6796;2 S/E;GT_CNV_CENTRO-CTRL;520946;25/06/2012;OPERACION;0131_GE
4595143;TERMOMETRO H1 FASE S;;G3_TRF_INSTRUM;518656;15/05/2012;OPERACION;0131_GE
4598314;TANQUE 1  SISTEMA UNIDADES 1-2 CONTENIDO ACPM 13000 BLS GE-4066;1 U1-U2 CONTENIDO ACPM;SI_ALM_ACPM;130408;18/08/2000;OPERACION;0131_GE
4598375;INTERRUPTOR S/E PS SISTEMA S/E ELECTRICA PS MARCA SCHNEIDER GE-4124;S/E ELECTRICA PS;SI_ALM_ACPM_ESTAC_AUXELEC_S/E;736537;29/09/2015;OPERACION;0131_GE
4598406;VALVULA DRENAJE ASIEN 2B HP DESPUES VALVULA 2 PARO VAPO HP GE-4154;2B HP DRENAJE ASIEN;SI_CNV_U3_TURB-VAP_S-HP_DR-INY;122023;21/12/1998;OPERACION;0131_GE
4598408;VALVULA DRENAJE 9004 HP ANTES VALVULA 2 PARO VAPOR HP GE-4156;9004 HP DRENAJE;SI_CNV_U3_TURB-VAP_S-HP_DR-INY;122025;21/12/1998;OPERACION;0131_GE
4598427;ROTOR TURBINA VAPOR LP U3 NUMERO DE ALABES GE-4175;;SI_CNV_U3_TURB-VAP_S-LP;122065;21/12/1998;OPERACION;0131_GE
4598440;SELLO VAPOR EJE TURBINA 3 MARCA SISTEMA EJE TURBINA 3 GE-4188;;SI_CNV_U3_TURB-VAP_SELLO;122091;22/08/2000;OPERACION;0131_GE
4598479;TANQUE AGUA DESMINERALIZA U3 GE-4228;AGUA DESMIN;SI_CNV_U3_S-COND_REP-AACOND;122156;21/12/1998;OPERACION;0131_GE
4598524;INTERRPTOR 4.16KV BT SISTEMA CELDAS 4.16KV  GE-4271;;SI_CNV_U3_CIRC-ACOND_CELDAS-4.16KV;645050;10/07/2013;OPERACION;0131_GE
4598536;TANQUE CIRCUITO AGUA QUIM U3 GE-4285;AGUA_QUIM;SI_CNV_U3_CIRC-ACOND_ENFR;122235;21/12/1998;OPERACION;0131_GE
4598590;VALVULA PURGA ATE ABV1031 MARCA MORIN GE-4339;ABV1031 PURGA ATE;SI_CNV_U3_REC-HRSG1_IP_PURG;122334;21/12/1998;OPERACION;0131_GE
4598623;VALVULA BY-PASS TCV1203 SI MARCA FISHER GE-4372;TCV1203 BY-PASS;SI_CNV_U3_REC-HRSG1_LP_AL-AGUA;122412;21/12/1998;OPERACION;0131_GE
4598659;VALVULA CONT PRES PCV2005 HPSI MARCA FISHER GE-4408;PCV2005 HPSI CONT PRES;SI_CNV_U3_REC-HRSG2_HP_BYPASS;122478;21/12/1998;OPERACION;0131_GE
4598677;VALVULA ALIVIO ECO MBV2102IP MARCA AUMA GE-4426;MBV2102IP ALIVIO ECO;SI_CNV_U3_REC-HRSG2_IP_ECON;124303;21/12/1998;OPERACION;0131_GE
4598696;VALVULA CONT TEMP TCV2202 SI MARCA FISHER GE-4445;TCV2202 CONT TEMP;SI_CNV_U3_REC-HRSG2_LP_BYPASS;124351;21/12/1998;OPERACION;0131_GE
4598774;MOTOBOMBA 2 ANTIINCR SODIO SISTEMA QUIMICOS FILTRAC SUAVI P 192B GE-4522;MB2_P 192B;SI_CNV_AUXMEC_VAP_TTO_Q-FIL_ANTIINC;124604;21/12/1998;OPERACION;0131_GE
4598777;MOTOBOMBA 1 DRENAJE AGUA WASTER WATER  P: 619A  GE-4525;MB1_P 619A;SI_CNV_AUXMEC_VAP_TTO_DREN;124610;21/12/1998;OPERACION;0131_GE
4598861;CONTROLADOR CT7 HRSG2 SISTEMA CCM RECUPERADORES MARCA ABB GE-4611;CT7_CCM-RECUP;SI_CNV_CTRL_SCADA_CTRL-DISTRIB;355756;21/12/1998;OPERACION;0131_GE
4598960;SOPLANTE 2 OXIDACION GSI SISTEMA AGUAS RESIDUALES  GE-4708;S2-OXIDACION;SI_CNV_AUXMEC_GAS_TTO_RESID;129720;27/08/2000;OPERACION;0131_GE
4598963;MOTOBOMBA 2 POZO RESIDUALE GSI  AGUAS RESIDUALES OWW-PMP-198 GE-4711;MB2-OWW-PMP-198;SI_CNV_AUXMEC_GAS_TTO_RESID;129723;27/08/2000;OPERACION;0131_GE
4599199;ALABES GUIAS SECC COMPRE U2 SISTEMA IGV TURBINA GAS U2  GE-4949;;SI_CNV_U2_TURB-GAS_COMPRESOR;130829;21/08/2000;OPERACION;0131_GE
4599226;COJINETE 4 LADO COLEC GEN2 GSI MARCA GENERAL ELECTRIC TIPO GE-4975;4-LADO_COLECT;SI_CNV_U2_GEN;130757;22/08/2000;OPERACION;0131_GE
4599289;VALVULA MOTOR WC20 BAHIA2 U2SI SISTEMA BAHIA UNIDAD 2  GE-5041;WC20;SI_CNV_U2_AGUA-ENFRI_BAHIA2;129997;18/08/2000;OPERACION;0131_GE
4599370;RTU COMUNICACIONES ECOPETRO MARCA SISTEMA ESTACION GAS CITY GATE GE-5120;ECOPETROL;SI_COND_SUMIN-GAS;130391;17/08/2000;OPERACION;0131_GE
4599401;MOTOBOMBA 2 AGUA SERVICIO GSI GE-5152;2   5152;SI_CNV_AUXMEC_GAS_TTO_SERV;129738;27/08/2000;OPERACION;0131_GE
4599417;SISTEMA INUNDACIONES SI GE-5171;;SI_CNV_OBRAS;129662;8/07/1998;OPERACION;0131_GE
4838793;LINEA_TRANSMISION;;PII_TRF;816021;;DISPONIBLE;0131_GE
5444496;CASA TECNOLOGOS 14;;GT_SOSTO-APOYO_OBRAS_C-LA-ARANA;6753;;PLANEADO;0131_GE
2976927;INTERCAMBIADOR DE CALOR DE PLACAS;2  CALOR DE PLACAS;TS_CNV_U1_GEN_AUX_REFRIG;393438;1/07/1993;OPERACION;0131_GE
2977041;CAMARA ESPIRAL TURBINA;;TS_CNV_U2_TURB;3203;1/07/1993;OPERACION;0131_GE
2976897;ESTATOR GENERADOR;;TS_CNV_U1_GEN;2886;;OPERACION;0131_GE
2976946;UNIDAD DE POTENCIA OLEOHIDRAULICA;;TS_CNV_U1_TURB_AUX_REGVEL;3029;1/07/1993;OPERACION;0131_GE
2977304;TABLERO DE CONTROL;;TS_CNV_AUXMEC-C/M_P-INFIL;3075;;OPERACION;0131_GE
2977335;RADIADOR;14;TS_CNV_U3_GEN_RAD;3155;1/07/1993;OPERACION;0131_GE
2977184;RELE DE PROTECCION, GENERADOR;GEN_F004;TS_CNV_U3_CTRL_PROTEC;506178;21/02/2012;OPERACION;0131_GE
4230810;COJINETE COMBINADO EMPUJE GUIA;COJINETE SUPERIOR;G3_CNV_U6_GEN_AUX;2314;;OPERACION;0131_GE
4229296;COMPRESOR TURBINA U3 P2;;PII_CNV_AUXMEC_C/M_ACOMP_TURB;640544;1/07/2014;OPERACION;0131_GE
4230685;RECINTO;;G3_CNV_U4_GEN;2478;;OPERACION;0131_GE
4230642;COJINETE RADIAL GUIA;COJINETE INFERIOR;G3_CNV_U3_GEN_AUX;2317;;OPERACION;0131_GE
4228659;COJINETE TURBINA U1 TR_EPM-GE-071;TURBINA;TR_CNV_U1_TURB;3560;;OPERACION;0131_GE
2977271;CENTRO CONTROL MOTORES, 120.0 VAC, 480.0 VAC;CCM5;TS_CNV_AUXMEC-C/M_AACON;3072;1/07/1993;OPERACION;0131_GE
4233172;CONTROL BOMBAS REG U2 G4_EPM-GE-1014;;G4_CNV_U2_TURB_AUX_REGVEL;265059;18/08/2006;OPERACION;0131_GE
4229221;REGULADOR ELECTRONICO U3 P2;;PII_CNV_U3_TURB_AUX_REGVEL;116323;9/04/2001;OPERACION;0131_GE
4228765;CONTRAINCENDIO EXTINTOR C/MTR_EPM-GE-176;;TR_CNV_AUXMEC-C/M_C/INC;338963;;OPERACION;0131_GE
4230545;RODETE PELTON;;G3_ROTABLES;384782;1/07/2012;OPERACION;0131_GE
4233322;TRANSFORMADOR DE POTENCIA, 60.000,0 KVA, 1F;FASE R;G4_TRF_BCO_TRAFOS_U2;3512;1/07/1985;BAJSIMPLE;0131_GE
4230532;MOTOBOMBA;2;G3_CNV_U1_GEN_AUX_ LUB-FORZ;640552;;OPERACION;0131_GE
4230944;BANCO DE BATERIAS;BATERIAS 1;G3_CNV_AUXELEC_C/M;645005;8/07/2013;OPERACION;0131_GE
4229028;MOTOBOMBA, AGUA CRUDA, REFRIGERACION, 75,0 HP, 180,0 M3/H, 460,0 V, 90,5 A;1;PII_CNV_U1_GEN_AUX_REFRIG_BOMB_ACRU;116146;;OPERACION;0131_GE
4229176;COJINETE SUPERIOR U3 P2;;PII_CNV_U3_GEN;116271;;OPERACION;0131_GE
4230529;REGULADOR DE TENSION;2 TRT1;G3_CNV_U1_GEN_AUX_EXCIT;263519;10/04/2007;OPERACION;0131_GE
4229984;BARRAJE SALIDA ESTATOR U1 P3_EPM-GE-2305;;PIII_CNV_U1_GEN_AUX;492619;;OPERACION;0131_GE
4228793;ALUMBRADO TOMAS C/M TR_EPM-GE-205;C/M;TR_CNV_AUXELEC-C/M;391845;1/07/2012;OPERACION;0131_GE
4230932;GRUPO ELECTROGENO DIESEL;ELECTROGENO AUX C/M;G3_CNV_AUXELEC_C/M;307519;14/12/2007;OPERACION;0131_GE
4228734;TRANSDUCTOR POTENCIA U2 TR_EPM-GE-145;;TR_CNV_U2_CTRL_INST;305206;;OPERACION;0131_GE
4230194;CARGADOR BATERIAS CB125-03 P3_EPM-GE-2524;CB125-03;PIII_CNV_AUXELEC-C/M_ SAUX125DC;260157;1/07/2011;OPERACION;0131_GE
4594469;ESTATOR GENERADOR U5 GT EPM-GE-6322;;GT_CNV_U5_GEN;5849;30/07/1992;OPERACION;0131_GE
4229130;VALVULA ADMISION U2 P2;;PII_CNV_U2_TURB_AUX;116212;9/04/2001;OPERACION;0131_GE
4598635;VALVULA DRENA RECAL ABV1005SI MARCA MORIN GE-4384;ABV1005SI DRENA RECAL;SI_CNV_U3_REC-HRSG1_RECAL-FRIO;122431;21/12/1998;OPERACION;0131_GE
4230202;TRANSFORMADOR DE DISTRIBUCION;UPS 1;PIII_CNV_AUXELEC-C/M_ SAUX125DC_UPS;633307;;OPERACION;0131_GE
4599138;VALVULA CONT GAS CUAT VGC4U1SISISTEMA GAS COMBUSTIBLE GE-4888;VGC4;SI_CNV_U1_GAS-COMBUSTIBLE;130706;18/08/2000;OPERACION;0131_GE
4229440;PLANTA EMERGENCIA 1 S/E P2;1;PII_TRF_AUXELEC-S/E_ ESC_DIESEL;116564;9/04/2001;OPERACION;0131_GE
4594035;MOTOBOMBA 2 AGUAS NEGRA C/M PL EPM-GE-7355;2;PL_CNV_AUXMEC_C/M_BOMB-ANEG;664786;;OPERACION;0131_GE
4230738;TRANSDUCTOR;;G3_CNV_U4_CTRL_INST;667136;;OPERACION;0131_GE
4233245;TUBERIA REFRIGERAC RESER  G4_EPM-GE-1089;;G4_CNV_AUXMEC_C/M_REFRIG_BOMBE_ACRU;376216;;OPERACION;0131_GE
4233269;CARGADOR BATERIAS 1 C/M G4_EPM-GE-1113;;G4_CNV_AUXELEC_C/M;3288;1/07/1985;OPERACION;0131_GE
4230735;TRANSMISOR;CS;G3_CNV_U4_CTRL_INST;260599;;OPERACION;0131_GE
4598702;MOTOR P2001 HP-IP HRSG2 SISISTEMA ALIMENTACION AGUA HP-I GE-4451;P2001 HP-IP HRSG2;SI_CNV_ U3_REC-HRSG2_AGUA-HP-IP;124521;21/12/1998;OPERACION;0131_GE
4599308;TRANSDUCTOR METAL CJE U2 TEMPERATURA COJINETE EMPUJE  GE-5059;METAL-CJE;SI_CNV_U2_INSTRUMENTACION;800946;5/09/2017;OPERACION;0131_GE
4588917;TANQUE LUBRICACION ACEIT U2 HE EPM-GE-9123;;HE_CNV_U2_GEN_AUX_ LUB-ACEI;199985;24/10/2005;OPERACION;0131_GE
4594374;SERVOMOTOR DEFLECTOR U3 GT EPM-GE-6227;DEFLECTOR U3 GT;GT_CNV_U3_TURB;5738;23/01/2002;OPERACION;0131_GE
4230948;FUENTE DE ALIMENTACION ININTERRUMPIDA (UPS);;G3_CNV_AUXELEC_C/M;802602;;OPERACION;0131_GE
4233320;TRANSFORMADOR DE POTENCIA, 60.000,0 KVA, 1F;FASE T;G4_TRF_BCO_TRAFOS_U1;413644;13/10/2010;OPERACION;0131_GE
4229204;TUBERIA AGUA TRATADA U3 P2;;PII_CNV_U3_GEN_AUX_REFRIG_BOMB_ATRU;116338;;OPERACION;0131_GE
4598898;AIRE ACONDICIONADO 2 TALLER SISTEMA TALLER MARCA OLG GE-4647;2;SI_SOSTO-APOYO_TALLER-IND;199797;27/08/2000;OPERACION;0131_GE
4594746;MOTOBOMBA ARAA2 REFRIGERACI GT EPM-GE-6600;ARAA2;GT_CNV_AUXMEC-C/M_REFRIG_BOMB-ACRU1;6001;16/01/2001;OPERACION;0131_GE
4593904;INTERRUPTOR CAMPO U3 PL EPM-GE-7224;;PL_CNV_U3_GEN_AUX_EXCIT;380879;;OPERACION;0131_GE
4593814;TRANSFORMADOR EXCITACION U2 PL EPM-GE-7134;;PL_CNV_U2_GEN_AUX_EXCIT;7134;;OPERACION;0131_GE
4598583;VALVULA CONT PRES PCV1005 HPSI  MARCA FISHER GE-4332;PCV1005;SI_CNV_U3_REC-HRSG1_HP_BYPASS;122320;21/12/1998;OPERACION;0131_GE
4593888;ANILLOS ROZANTES U3 PL EPM-GE-7208;;PL_CNV_U3_GEN;6963;;OPERACION;0131_GE
4594453;TRANSDUCTOR 1 U4 FASE R GT EPM-GE-6306;1 FASE R;GT_CNV_U4_CTRL_INST;124185;29/05/2001;OPERACION;0131_GE
4594456;TRANSDUCTOR 4 U4 FASE R GT EPM-GE-6309;4 FASE R;GT_CNV_U4_CTRL_INST;124188;29/05/2001;OPERACION;0131_GE
4594465;MEGAWATIMETRO 1 U4 GT EPM-GE-6318;;GT_CNV_U4_CTRL_INST;124256;29/05/2001;OPERACION;0131_GE
4594507;VALVULA ADMISION U5 GT EPM-GE-6360;;GT_CNV_U5_TURB;518799;16/05/2012;OPERACION;0131_GE
4594487;INTERRUPTOR POTENCIA U5 GT EPM-GE-6340;;GT_CNV_U5_GEN_AUX;6376;12/03/2002;OPERACION;0131_GE
4228661;SERVOMOTOR 1 DISTRIBUIDOR U1TR_EPM-GE-073;1 DISTRIBUIDOR U1TR;TR_CNV_U1_TURB;3550;;OPERACION;0131_GE
4230835;PLC;TCU5;G3_CNV_U6_CTRL;263579;11/04/2007;OPERACION;0131_GE
4598932;MOTOBOMBA 2 ELECTR ANTI-INC SISTEMA ANTI-INCENDIO H2O OFP PMP 01 GE-4680;OFP PMP 01;SI_CNV_AUXMEC_GAS_C/INC-EQ;129894;30/06/1998;OPERACION;0131_GE
4229642;MOTOBOMBA 1 REFRIG  ATRU U4 P3_EPM-GE-1953;1;PIII_CNV_U4_GEN_AUX_REFRI_BOMB_ATRU;300626;;OPERACION;0131_GE
4230178;ALUMBRADO TAT1 C/PPAL  C/M P3_EPM-GE-2508;TAT1;PIII_CNV_AUXELEC-C/M_ SAUX480AC;668387;;OPERACION;0131_GE
4593698;MOTOBOMBA 2 HIDRAULICO COMP PL EPM-GE-7018;2 HIDRAULICO;PL_CND_CAPT_CAMAR-COMP_AUXMEC;6954;;OPERACION;0131_GE
4594037;MOTOBOMBA 2 DESAGUE C/M PL EPM-GE-7357;2;PL_CNV_AUXMEC_C/M_BOMB-DES-ACRU;6932;;OPERACION;0131_GE
4593738;INTERCAMBIADOR 2 CGS U1 PL EPM-GE-7058;2 CGS;PL_CNV_U1_GEN_AUX_ REFRIG-ACE_CGS;6874;;OPERACION;0131_GE
4594285;TRANSDUCTOR 1 U1 FASE S GT EPM-GE-6138;1 FASE S;GT_CNV_U1_CTRL_INST;124153;29/05/2001;OPERACION;0131_GE
4594283;TRANSDUCTOR 3 U1 FASE R GT EPM-GE-6136;3 FASE R;GT_CNV_U1_CTRL_INST;124151;29/05/2001;OPERACION;0131_GE
4589171;PUENTE GRUA C/M NQ EPM-GE-8068;;NQ_CNV_AUXMEC-C/M;4309;8/07/1976;OPERACION;0131_GE
4594335;TRANSDUCTOR METAL 1 U2 CGT GT EPM-GE-6188;1 CGT;GT_CNV_U2_TURB;116690;29/05/2001;OPERACION;0131_GE
4599394;SECADOR HIDROGENO U2 GSI GE-5145;;SI_CNV_U2_GEN_ENFRI;130740;21/08/2000;OPERACION;0131_GE
4592630;TRANSFORMADOR DE POTENCIA, 10.800,0 KVA, 1F;1 FASE R;RG1_TRF_BCO_TRAFOS;4240;7/03/2001;OPERACION;0131_GE
4598742;FILTRO GRAVEDAD MARCA SISTEMA FILTRACION TRATAM AGUA GE-4490;GRAVEDAD;SI_CNV_AUXMEC_VAP_TTO_FILTRAC;124551;21/12/1998;OPERACION;0131_GE
