ASSETNUM;DESCRIPTION;ASSETTAG;LOCATION;SLXJDETECNICO;INSTALLDATE;STATUS;SITEID
2976796;EXTRACTOR CENTRIFUGO;E5_VENTANA1;TS_CND_C/V_AUXMEC;3160;;OPERACION;0131_GE
2977262;INTERCAMBIADOR DE CALOR DE PLACAS;2 CALOR DE PLACAS;TS_CNV_AUXMEC-C/M_AACON;2913;;OPERACION;0131_GE
2977237;CIRCUITO DE ALUMBRADO Y TOMACORRIENTES;C/M;TS_CNV_AUXELEC-C/M;2879;;OPERACION;0131_GE
2976887;PORTERIA;;TS_TRF_OBRAS;4686;1/07/1993;OPERACION;0131_GE
2976837;INTERCAMBIADOR DE CALOR DE CORAZA Y TUBOS;3-TRF2  CORAZA Y TUBOS;TS_TRF_TRANSFORMADORES;2928;;OPERACION;0131_GE
2976802;TUNEL;VENTANA2;TS_CND_OBRAS;4672;1/07/1993;OPERACION;0131_GE
2977092;COJINETE COMBINADO EMPUJE GUIA, SUPERIOR;;TS_CNV_U3_GEN;2842;;OPERACION;0131_GE
2977125;CALEFACCION DE RESISTENCIA;;TS_CNV_U3_GEN_AUX;3167;;OPERACION;0131_GE
2977170;SENSOR, TEMPERATURA;1_METAL_CGT;TS_CNV_U3_CTRL_INST;124720;;OPERACION;0131_GE
2977019;MOTOR ELECTRICO CORRIENTE ALTERNA;ACRU2-U2;TS_CNV_U2_GEN_AUX_REFRIG;2933;;OPERACION;0131_GE
2977373;TABLERO DE CONTROL;PRESA;TS_ALM_EMB_AUXELEC;2862;1/07/2010;OPERACION;0131_GE
2976878;MEDIDOR DE ENERGIA;FRONTERA1_U3;TS_TRF_INSTRUMENTACION;116737;1/07/1999;OPERACION;0131_GE
2976876;MEDIDOR DE ENERGIA;FRONTERA1_U1;TS_TRF_INSTRUMENTACION;116735;1/07/1999;OPERACION;0131_GE
2977201;COMUNICACIONES VOZ DATOS TS;;TS_CNV_CENTRO-CTRL;116855;;OPERACION;0131_GE
4230752;NEUTRO TIERRA GENERADOR;;G3_CNV_U5_GEN_AUX;2268;28/02/1991;OPERACION;0131_GE
4228727;ESTACION HIDRAULICA U2 TR_EPM-GE-138;;TR_CNV_U2_TURB_AUX_REGVEL;3621;1/07/1965;OPERACION;0131_GE
4230357;TRANSFORMADOR DE POTENCIA, 19.000,0 KVA, 1F;BCO 2 FASE S G3;G3_TRF_BCO_TRAFOS_U2;2750;8/03/1998;OPERACION;0131_GE
4229664;VALVULA ADMISION U4 P3_EPM-GE-1976;;PIII_CNV_U4_TURB;226049;1/07/2011;OPERACION;0131_GE
4230639;NEUTRO TIERRA GENERADOR;;G3_CNV_U3_GEN_AUX;2266;26/10/2001;OPERACION;0131_GE
4233146;NEUTRO TIERRA U2 G4_EPM-GE-988;;G4_CNV_U2_GEN_AUX;3277;;OPERACION;0131_GE
4229589;UPS 6 COMPUERTAS D/FONDO P3_EPM-GE-1898;6;PIII_ALM_EMB_AUXELEC;475545;1/07/2011;OPERACION;0131_GE
4233247;MOTOBOMBA 2 REFRIG U2 G4_EPM-GE-1091;2;G4_CNV_AUXMEC_C/M_REFRIG_BOMBE_ACRU;391860;1/07/2011;OPERACION;0131_GE
2976950;COMPUTADOR DE UNIDAD;;TS_CNV_U1_CTRL;2858;1/07/1993;OPERACION;0131_GE
4228668;ESTACION HIDRAULICA V/A U1 TR_EPM-GE-080;VALVULA ADMISION;TR_CNV_U1_TURB_AUX;3584;;OPERACION;0131_GE
4228706;BARRAJE SALIDA ESTATOR U2 TR_EPM-GE-118;ESTATOR U2;TR_CNV_U2_GEN_AUX;3547;;OPERACION;0131_GE
4230057;PUENTE GRUA 2 C/M P3_EPM-GE-2381;2;PIII_CNV_AUXMEC_C/M;226152;1/07/2011;OPERACION;0131_GE
4228724;ESTACION HIDRAULICA V/A U2 TR_EPM-GE-135;VALVULA ADMISION;TR_CNV_U2_TURB_AUX;3585;;OPERACION;0131_GE
4229106;MOTOBOMBA, ACEITE, ALTA PRESION, 11,0 KW, 460,0 V, 8,3 A;2;PII_CNV_U2_GEN_AUX_ LUB-FORZ;116201;;OPERACION;0131_GE
4229067;COMPUTADOR U1 P2;;PII_CNV_U1_CTRL_INST;116143;9/04/2001;OPERACION;0131_GE
4233213;DISTRIBUIDOR TURBINA U3 G4_EPM-GE-1056;;G4_CNV_U3_TURB;3327;;OPERACION;0131_GE
4230552;PLC;TCU1;G3_CNV_U1_CTRL;263574;11/04/2007;OPERACION;0131_GE
4229284;MOTOBOMBA 4 INFILTRACIO C/M P2;4 INFILTRACION;PII_CNV_AUXMEC_C/M_BOMBEO_ATCU;116397;;OPERACION;0131_GE
4229212;COJINETE TURBINA U3 P2;;PII_CNV_U3_TURB_AUX;116304;;OPERACION;0131_GE
4229206;RODETE FRANCIS U3 P2;;PII_CNV_U3_TURB;116302;9/04/2001;OPERACION;0131_GE
4229222;CONTROLADOR U3 P2;;PII_CNV_U3_CTRL;116317;;OPERACION;0131_GE
4229234;COMPUTADOR U3 P2;;PII_CNV_U3_CTRL;116325;9/04/2001;OPERACION;0131_GE
4598501;MALLA VIAJERA 1 AGUA RIO U3 SISTEMA CAPTACION AGUA RIO U3  GE-4250;VIAJERA1;SI_CNV_U3_CIRC-ACOND_CAPT;122184;21/12/1998;OPERACION;0131_GE
2977117;BOMBA,CENTRIFUGA DE FLUJO AXIAL;ACRU1-U3;TS_CNV_U3_GEN_AUX_REFRIG;810642;;OPERACION;0131_GE
4229395;TRANSFORMADOR DE POTENCIA, 50.000,0 KVA, 1F;BCO 2 FASE T;PII_TRF_BCO_TRAFOS_U2;116483;9/04/2001;OPERACION;0131_GE
4229050;MOTOBOMBA, AGUA, LUBRICACION, 5,5 KW, 460,0 V, 11,5 A;2;PII_CNV_U1_TURB_AUX_CIR_ASELLO;116133;;OPERACION;0131_GE
4230508;TUBERIA PRESION;ETAPA 2;G3_CND_TUBERIA-PRESION;2598;31/12/1962;OPERACION;0131_GE
4230939;TRANSFORMADOR DE DISTRIBUCION;TDP4;G3_CNV_AUXELEC_C/M;644217;;OPERACION;0131_GE
4229633;INTERRUPTOR POTENCIA U4 P3_EPM-GE-1944;;PIII_CNV_U4_GEN_AUX;226047;;OPERACION;0131_GE
4230902;COMPRESOR SERV GENERALES;SERV GENERALES 1;G3_CNV_AUXMEC_C/M_ACOMP_GRAL;2333;;OPERACION;0131_GE
4229111;MOTOBOMBA 1 AGUA CRUDA U2 P2;1;PII_CNV_U2_GEN_AUX_REFRIG_BOMB_ACRU;116237;;OPERACION;0131_GE
4230679;;;G3_CNV_U3_CTRL_INST;260602;;OPERACION;0131_GE
4233205;REGULADOR TENSION +ER U3 G4_EPM-GE-1048;ER;G4_CNV_U3_GEN_AUX_EXCIT;300334;1/07/2009;OPERACION;0131_GE
4594494;COJINETE TURBINA U5 GT EPM-GE-6347;CT;GT_CNV_U5_TURB;5768;23/01/2002;OPERACION;0131_GE
4594556;COJINETE TURBINA U6 GT EPM-GE-6409;CT;GT_CNV_U6_TURB;5770;23/01/2002;OPERACION;0131_GE
4230259;CABLE DE POTENCIA AISLADO;CTO1-2;PIII_TRF_CABLES-POTENCIA_BCO1;244270;;OPERACION;0131_GE
4599173;VALVULA PREMEZCL GAS VPS1 U2SISISTEMA PREMEZCLA GAS GE-4923;VPS1;SI_CNV_U2_GAS-COMBUSTIBLE;129979;18/08/2000;OPERACION;0131_GE
4593909;MOTOBOMBA 2 LUBRI FORZADA U3PL EPM-GE-7229;2;PL_CNV_U3_GEN_AUX_ LUB-FORZ;380888;;OPERACION;0131_GE
4592791;RODETE PELTON U2 S1 EPM-GE;;S1_CNV_U2_TURB;285133;25/06/2007;OPERACION;0131_GE
4592796;ESTACION HIDRAULICA U2 S1 EPM-GE-10072;;S1_CNV_U2_TURB_AUX_REGVEL;381095;12/01/2010;OPERACION;0131_GE
4233240;PUENTE GRUA C/M G4_EPM-GE-1084;;G4_CNV_AUXMEC_C/M;3374;1/07/1985;OPERACION;0131_GE
4229833;CONTROLADOR TCU2 U2 P3_EPM-GE-2150;TCU2;PIII_CNV_U2_CTRL;260168;1/07/2011;OPERACION;0131_GE
4594658;ESTATOR GENERADOR U8 GT EPM-GE-6511;;GT_CNV_U8_GEN;5852;31/12/1993;OPERACION;0131_GE
4598488;MOTOR AGUA CONDENS P9003 U3MARCA GENERAL GE-4237;P9003;SI_CNV_U3_S-COND_BOMB-ACOND;122168;21/12/1998;OPERACION;0131_GE
2976922;MOTOBOMBA,CENTRIFUGA;ATRU1-U1;TS_CNV_U1_GEN_AUX_REFRIG;2936;1/07/1993;OPERACION;0131_GE
4230591;MOTOBOMBA;1;G3_CNV_U2_GEN_AUX_CIRC-ACEI;263549;;OPERACION;0131_GE
4230621;TRANSMISOR;CI;G3_CNV_U2_CTRL_INST;250360;;OPERACION;0131_GE
4599282;CARGADOR BATERIAS 2 PEEC U2 VOLTAJE 125VDC  GE-5034;2-PEECC;SI_CNV_U2_CENTRO-CTRL;381015;11/01/2010;OPERACION;0131_GE
4229049;MOTOBOMBA, AGUA, LUBRICACION, 5,5 KW, 460,0 V, 11,5 A;1;PII_CNV_U1_TURB_AUX_CIR_ASELLO;116132;;OPERACION;0131_GE
4230860;MOTOBOMBA 1 REFRIG GEN U1 G3;1 U1;G3_CNV_AUXMEC_C/M_REFRIG_BOMBE_ACRU;391847;1/07/2011;OPERACION;0131_GE
4599035;VENTILADOR MODU ACOPL VG1 U1SI SISTEMA COMPARTIMIENTO TURB U1  GE-4781;VG1 MODU ACOPL;SI_CNV_U1_TURB-GAS_ACOPLAM-CARGA;130617;21/08/2000;OPERACION;0131_GE
4588760;DISTRIBUIDOR TURBINA U2 CA EPM-GE-10236;;CA_CNV_U2_TURB;285632;25/06/2007;OPERACION;0131_GE
4595066;MOTOBOMBA 1 FASE S BCO 3 GT EPM-GE-6876;1 FASE S;GT_TRF_BCO3_TRAFOS;816338;;OPERACION;0131_GE
4233124;MEDIDOR DE POTENCIA;;G4_CNV_U1_CTRL_INST;243852;;OPERACION;0131_GE
4229932;TRANSDUCTOR U3 P3_EPM-GE-2251;;PIII_CNV_U3_CTRL_INST;468156;;OPERACION;0131_GE
4598728;TRANSFORMADOR XF4 SERV AUXU3SIPOTENCIA 2MVA 4160/480V GE-4476;XF4 SERV AUX;SI_CNV_AUXELEC_VAP;124771;18/08/2000;OPERACION;0131_GE
4598817;AIRE ACONDICIONADO AHU0007 SISTEMA EDIFICIO ELECTRICO AUX  GE-4568;AHU0007-SISTEMA EDIFICIO;SI_CNV_AUXMEC_VAP;124860;21/12/1998;OPERACION;0131_GE
4599098;AIRE ACONDICIONADO 2 PEECC U1 SISTEMA CONTROL ELECTRONICO U1  GE-4848;2-PEECC;SI_CNV_U1_CENTRO-CTRL;130600;18/08/2000;OPERACION;0131_GE
4594452;TRANSDUCTOR METAL 1 U4 CGT GT EPM-GE-6305;1 CGT;GT_CNV_U4_TURB;116692;29/05/2001;OPERACION;0131_GE
4229680;MOTOBOMBA CIRC 1 CT U4 P3_EPM-GE-1993;1 CT;PIII_CNV_U4_TURB_AUX_CIR-ACEI_CT;446826;;OPERACION;0131_GE
4588762;COJINETE TURBINA 2 U2 CA EPM-GE-10238;2;CA_CNV_U2_TURB;285636;25/06/2007;OPERACION;0131_GE
4594238;PLC +W1 BOMBEO LA CLARA GT EPM-GE-6091;0;GT_CNV_LA-CLARA_CONTROL;6477;27/05/2002;OPERACION;0131_GE
4594404;TRANSDUCTOR 2 U3 FASE T GT EPM-GE-6257;2 FASE T;GT_CNV_U3_CTRL_INST;124182;29/05/2001;OPERACION;0131_GE
4599054;TANQUE SEPARADOR HIDRO GEN1 SISISTEMA TRAMPA  ACEITE SELLOS GE-4800;SEPARADOR HIDRO;SI_CNV_U1_GEN_ENFRI_ACEITE-SELLO;130492;21/08/2000;OPERACION;0131_GE
4599188;DUCTOS ESCAPE GAS T2 GSI SISTEMA ESCAPE GAS EXHOSTO  GE-4938;;SI_CNV_U2_TURB-GAS_ESCAPE;129953;21/08/2000;OPERACION;0131_GE
4593838;TUBO ASPIRACION U2 PL EPM-GE-7158;;PL_CNV_U2_TURB;7116;;OPERACION;0131_GE
4593800;ESTATOR GENERADOR U2 PL EPM-GE-7120;;PL_CNV_U2_GEN;6846;;OPERACION;0131_GE
4228980;BATERIAS CASETA 1 PRESA P2;;PII_ALM_EMB_AUXELEC;381868;29/01/2010;BAJSIMPLE;0131_GE
4230901;COMPRESOR 2 REG FRENOS U5-6G3_EPM-GE-802;2 REG FRENOS U5-6;G3_CNV_AUXMEC_C/M_ACOMP_REG U5-6;644215;;OPERACION;0131_GE
4599385;PTS MEDIDA BARRA 1 SI GE-5135;BARRA1;SI_CNV_AUXELEC_GAS_CELDAS-4.16KV;129827;;OPERACION;0131_GE
4595018;INTERCAMBIADOR 1 FT BANCO 1 GT EPM-GE-6828;1 FASE T BCO 1;GT_TRF_BCO1_TRAFOS;821271;11/03/2013;OPERACION;0131_GE
4599055;VENTILADOR MODULO PPT GEN1 SISTEMA UNIDAD 1  GE-4801;MODULO PPT;SI_CNV_U1_GEN_MOD-PPT;130497;21/08/2000;OPERACION;0131_GE
4229876;CONTROL CIRCULACION TCCC U3 P3_EPM-GE-2193;TCCC;PIII_CNV_U3_GEN_AUX_CIRC-ACEI_CI;468083;;OPERACION;0131_GE
4594031;COMPRESOR 1 REGULADOR GEN PL EPM-GE-7351;1;PL_CNV_AUXMEC-C/M_ACOMP_REG;305362;;OPERACION;0131_GE
4595036;INTERCAMBIADOR 2 FS BANCO 2 GT EPM-GE-6846;2 FASE S BCO 2;GT_ACTIVOS-BAJA;5885;24/02/2002;BAJOBSOL;0131_GE
4599320;CALIBRADOR PROCESOS 754 MARCA MODELO GE-5070;;SI_SOSTO-APOYO_LAB-METROLOGIA;800005;8/08/2017;OPERACION;0131_GE
4593737;INTERCAMBIADOR 1 CGS U1 PL EPM-GE-7057;1 CGS;PL_CNV_U1_GEN_AUX_ REFRIG-ACE_CGS;6873;;OPERACION;0131_GE
4595057;INTERCAMBIADOR 1 FR BANCO 3 GT EPM-GE-6867;1 FASE R BCO 3;GT_TRF_BCO3_TRAFOS;816330;;OPERACION;0131_GE
4598896;PUENTE GRUA TALLER MARCA CAPACIDAD 10TON GE-4645;;SI_SOSTO-APOYO_TALLER-IND;129900;27/08/2000;OPERACION;0131_GE
4594333;TRANSDUCTOR METAL 1 U2 CES GT EPM-GE-6186;1 CES;GT_CNV_U2_GEN;116673;29/05/2001;OPERACION;0131_GE
4594270;REGULADOR ELECTRONICO U1 GT EPM-GE-6123;;GT_CNV_U1_TURB_AUX_REGVEL;6070;27/05/2002;OPERACION;0131_GE
4598985;SOPLANTE 1 LAVADO GSI SISTEMA PLANTA AGUA POTABLE  GE-4732;1-LAVADO-GSI;SI_CNV_AUXMEC_GAS_AG-TTO_FILTR;129756;27/08/2000;OPERACION;0131_GE
4599383;PTS MEDIDA BARRA 2 SI GE-5133;BARRA2;SI_CNV_AUXELEC_GAS_CELDAS-4.16KV;129808;;OPERACION;0131_GE
4598955;DECANTADOR LAMELAR GSI SISTEMA AGUAS RESIDUALES  GE-4703;LAMELAR;SI_CNV_AUXMEC_GAS_TTO_RESID;129715;27/08/2000;OPERACION;0131_GE
4594739;MOTOBOMBA CW1 REFRIG U1 GT EPM-GE-6593;CW1;GT_CNV_AUXMEC-C/M_REFRIG_BOMB-ACRU1;5907;16/01/2001;OPERACION;0131_GE
4594818;MOTOBOMBA ACRAA2 C/M GT EPM-GE-6653;ACRAA2;GT_CNV_AUXMEC_C/M_AACON_ACRU;512574;1/05/2012;OPERACION;0131_GE
4595006;MOTOBOMBA 1 FASE R BCO 1 GT EPM-GE-6816;1 FASE R;GT_TRF_BCO1_TRAFOS;821261;4/03/2002;OPERACION;0131_GE
4595029;MOTOBOMBA 1 FASE R BCO 2 GT EPM-GE-6839;1 FASE R BCO 2;GT_ACTIVOS-BAJA;5951;4/03/2002;OPERACION;0131_GE
4595106;EXTRACTOR E6 CO2 TRAFOS C/M GT EPM-GE-6916;E6;GT_TRF_AUXMEC;6331;30/01/2001;OPERACION;0131_GE
4594778;EXTRACTOR E1 PORTAL GT EPM-GE-6632;E1 PORTAL;GT_CNV_AUXMEC_C/M_AACON;6332;27/05/2002;OPERACION;0131_GE
4593250;GRUA GIRATORIA A10 JP EPM-GE-10627;;JP_CNV_AEROG10_GOND;226610;8/01/2013;OPERACION;0131_GE
4593254;AIRE ACONDICIONADO C/SUP A10JP EPM-GE-10631;C/SUP;JP_CNV_AEROG10_GOND_CONT-SUPER;226700;8/01/2013;OPERACION;0131_GE
4589113;ROTOR GENERADOR U1 NQ EPM-GE-8010;;NQ_CNV_U1_GEN;4314;28/01/1993;OPERACION;0131_GE
4595056;TRANSFORMADOR DE POTENCIA;FASE R;GT_TRF_BCO3_TRAFOS;782221;;OPERACION;0131_GE
4598562;TERMOMETRO DEVANADO ESTAT U3 REGISTRO TEMPERATURA DEVANADO  GE-4311;;SI_CNV_U3_GEN;800953;5/09/2017;OPERACION;0131_GE
4588851;NEUTRO TIERRA U1 HE EPM-GE-9053;;HE_CNV_U1_GEN_AUX;226433;16/12/2001;OPERACION;0131_GE
4588954;SECCIONADOR FUSIBLE K03 HE EPM-GE-9161;K03;HE_CNV_AUXELEC-C/M_AUX-AC_CELDAS;200043;24/10/2005;OPERACION;0131_GE
4599298;VENTILADOR FC5 BAHIA3 U2 SISTEMA UNIDAD 2 MARCA GENERAL GE-5049;FC5;SI_CNV_U2_AGUA-ENFRI_BAHIA4;129995;18/08/2000;OPERACION;0131_GE
4593408;CAJA MULTIPLICADORA A15 JP EPM-GE-10795;;JP_CNV_AEROG15_GOND;226570;27/04/2004;OPERACION;0131_GE
4229070;MEDIDOR DE POTENCIA;1;PII_CNV_U1_CTRL_INST;116925;;OPERACION;0131_GE
4599260;MOTOR PARA COMPRESOR AK1 ATOMIZAC U2 GSI GE-5013;AK1;SI_CNV_U2_COMBUS_LIQ_AATOM;;;OPERACION;0131_GE
4593877;MEGAWATIMETRO 1 U2 PL EPM-GE-7197;1;PL_CNV_U2_CTRL_INST;701948;;OPERACION;0131_GE
4598652;VALVULA VENT ECON MBV2006 HPSI  MARCA AUMA GE-4401;MBV2006 HPSI VENT ECON;SI_CNV_U3_REC-HRSG2_HP_ECON;122467;21/12/1998;OPERACION;0131_GE
4594368;CALEFACCION GENERADOR U3 GT EPM-GE-6221;;GT_CNV_U3_GEN_AUX;6347;12/03/2002;OPERACION;0131_GE
4594251;TRANSFORMADOR EXCITACION U1 GT EPM-GE-6104;;GT_CNV_U1_GEN_AUX_EXCIT;6393;16/09/1993;OPERACION;0131_GE
4599182;VENTILADOR CARCAZA TT2 U2 GSI SISTEMA CARCAZA Y COJINETE  GE-4932;TT2 CARCAZA;SI_CNV_U2_TURB-GAS_COMP-TURBINA;129939;21/08/2000;OPERACION;0131_GE
4228792;BATERIAS 1 SERV AUX C/M TR;1SERVICIOS AUXILIARES;TR_CNV_AUXELEC-C/M;381604;22/01/2010;OPERACION;0131_GE
4594904;TRANSFORMADOR TSA2 C/M GT EPM-GE-6719;TSA2;GT_CNV_AUXELEC-C/M;6415;16/01/2001;OPERACION;0131_GE
4230917;INTERRUPTOR CELDAS 13.2KV C/M;;G3_CNV_AUXELEC_C/M_CELDAS;2734;;OPERACION;0131_GE
4588748;VALVULA ADMISION U1 CA EPM-GE-10224;;CA_CNV_U1_TURB_AUX;285637;25/06/2007;OPERACION;0131_GE
4599322;MODULO PRESION MANOMET 100 MARCA MODELO GE-5072;;SI_SOSTO-APOYO_LAB-METROLOGIA;809388;;OPERACION;0131_GE
4598884;CARGADOR BATERIAS 2 E/M VOLTAJE 125VDC MARCA EMISA GE-4633;2_VOLTAJE 125VDC;SI_CNV_AUXELEC_GAS;129839;18/08/2000;OPERACION;0131_GE
4229341;SISTEMA DE MONITOREO DE VIBRACIONES;;PII_CNV_AUXELEC_C/M;221988;29/12/2003;OPERACION;0131_GE
4229036;MOTOBOMBA, AGUA TRATADA, REFRIGERACION, 75,0 HP, 180,0 M3/H, 460,0 V, 90,5 A;2;PII_CNV_U1_GEN_AUX_REFRIG_BOMB_ATRU;116155;;OPERACION;0131_GE
4594634;COMPUTADOR +CU.7 U7 GT EPM-GE-6487;#¿NOMBRE?;GT_CNV_U7_CTRL;5802;29/01/2002;OPERACION;0131_GE
4598608;VALVULA BLOQ ATEMP ABV1043IP MARCA AUMA GE-4357;ABV1043IP BLOQ ATEMP;SI_CNV_U3_REC-HRSG1_IP_RECAL;122366;21/12/1998;OPERACION;0131_GE
4598603;VALVULA VENTEO SUP ABV1134IP   GE-4352;ABV1134IP VENTEO SUP;SI_CNV_U3_REC-HRSG1_IP_SUPC;122358;21/12/1998;OPERACION;0131_GE
4233341;TERMOMETRO 1 BANCO 2 FASE T G4_EPM-GE-1195;;G4_TRF_INSTRUM;124442;;OPERACION;0131_GE
4594635;CONTROL GENERADOR +TG1.7 U7 GT EPM-GE-6488;#¡CAMPO!;GT_CNV_U7_CTRL;6141;21/11/2000;OPERACION;0131_GE
4594645;TRANSDUCTOR 3 U7 FASE R GT EPM-GE-6498;3 FASE R;GT_CNV_U7_CTRL_INST;124223;29/05/2001;OPERACION;0131_GE
4598648;VALVULA PURG ATEMP ABV2014HPSI MARCA MORIN GE-4397;ABV2014HPSI PURG ATEMP;SI_CNV_U3_REC-HRSG2_HP_PURG;122452;21/12/1998;OPERACION;0131_GE
4229053;MOTOBOMBA, ACEITE, POTENCIA, 34,0 KW, 440,0 V, 55,4 A;2;PII_CNV_U1_TURB_AUX_REGVEL;116126;;OPERACION;0131_GE
4594710;TRANSDUCTOR 2 U8 FASE S GT EPM-GE-6563;2 FASE S;GT_CNV_U8_CTRL_INST;124238;29/05/2001;OPERACION;0131_GE
4599124;MOTOBOMBA WC1 SUMINI HIDR U1SIMARCA GENERAL CS-88HQ-1-U1 GE-4874;WC1 SUMINISTRO;SI_CNV_U1_ACEI-LUB_EST-HIDRAULICA;130674;22/08/2000;OPERACION;0131_GE
4598490;VALVULA COR AGUA  ABV9044 U3 MARCA VELAND GE-4239;ABV9044 COR AGUA;SI_CNV_U3_S-COND_BOMB-ACOND;122170;21/12/1998;OPERACION;0131_GE
4594580;TRANSDUCTOR 1 U6 FASE R GT EPM-GE-6433;1 FASE R;GT_CNV_U6_CTRL_INST;124209;29/05/2001;OPERACION;0131_GE
4593119;ROTOR AEROGENERADOR 6 JP EPM-GE-10487;;JP_CNV_AEROG6_GOND;226531;8/01/2013;OPERACION;0131_GE
4593121;GRUA GIRATORIA A6 JP EPM-GE-10490;;JP_CNV_AEROG6_GOND;226606;8/01/2013;OPERACION;0131_GE
4593215;ROTOR AEROGENERADOR 9 JP EPM-GE-10589;;JP_CNV_AEROG9_GOND;226534;8/01/2013;OPERACION;0131_GE
4228784;TRANSFORMADOR DE DISTRIBUCION;2;TR_CNV_AUXELEC-C/M;300793;1/07/2007;OPERACION;0131_GE
4598703;BOMBA P2001 AGUA HP-IP HRSG1 SISTEMA ALIMENTACION AGU HP-IP  GE-4452;P2001 AGUA HP-IP HRSG1;SI_CNV_ U3_REC-HRSG2_AGUA-HP-IP;124522;21/12/1998;OPERACION;0131_GE
4229006;TRANSFORMADOR EXCITACION U1 P2;;PII_CNV_U1_GEN_AUX_EXCIT;116073;9/04/2001;OPERACION;0131_GE
4230104;MOTOBOMBA EVAPORACION1 C/M P3_EPM-GE-2427;1;PIII_CNV_AUXMEC_C/M_AACON_BOMB-EVAP;300663;;OPERACION;0131_GE
4230127;TUNEL DESCARGA C/M P3_EPM-GE-2453;;PIII_CNV_OBRAS;433054;1/07/2011;OPERACION;0131_GE
4228764;COMPRESOR FRENOS GEN TR_EPM-GE-175;;TR_CNV_AUXMEC-C/M_ACOMP_FREN;310615;1/07/2009;OPERACION;0131_GE
4594913;UPS 2 ESENCIALES C/M GT EPM-GE-6727;2;GT_CNV_AUXELEC-C/M_UPS;6203;10/12/2001;OPERACION;0131_GE
4229790;CONTROL DESCARGA +TCD U2 P3_EPM-GE-2106;TCD;PIII_CNV_U2_TURB_AUX_DESCARGA;477639;;OPERACION;0131_GE
4233255;COMPRESOR 1 REGULADOR U2 G4_EPM-GE-1099;1;G4_CNV_AUXMEC_C/M_ACOMP_REG U2;3312;;OPERACION;0131_GE
4229286;TUBERIA INFILTRACIONES C/M P2;;PII_CNV_AUXMEC_C/M_BOMBEO_ATCU;116400;;OPERACION;0131_GE
4230957;PATIO;;G3_TRF_OBRAS;4047;1/07/1962;OPERACION;0131_GE
4599118;VENTILADOR MOD ACEIT BL1 U1SI SISTEMA UNIDAD 1  GE-4868;MOD-ACEITE  BL1;SI_CNV_U1_ACEI-LUB;130652;22/08/2000;OPERACION;0131_GE
4599340;TRANSFORMADOR DE POTENCIA, 185.000,0 KVA, 3F;RESERVA;SI_TRF_TRANSFORMADORES;129671;18/08/2000;OPERACION;0131_GE
4229774;COJINETE INFERIOR CCI U2 P3_EPM-GE-2089;CCI;PIII_CNV_U2_GEN;476841;1/07/2011;OPERACION;0131_GE
4593989;BATERIAS UPS1 PL EPM-GE-7309;1;PL_CNV_AUXELEC-C/M_UPS;380880;;OPERACION;0131_GE
4229276;COMPRESOR 2 REGULADORES GEN P2;2;PII_CNV_AUXMEC_C/M_ACOMP_REG;116387;;OPERACION;0131_GE
4593815;REGULADOR TENSION U2 PL EPM-GE-7135;;PL_CNV_U2_GEN_AUX_EXCIT;380407;;OPERACION;0131_GE
4599219;VENTILADOR 2 MODULO PPT U2 GE-4968;2-MODULO_PPT;SI_CNV_U2_GEN_COMP-TERMS_VENT;;;OPERACION;0131_GE
4599103;VENTILADOR FC1 BAHIA1 U1 SISTEMA UNIDAD 1 MARCA GENERAL GE-4853;FC1;SI_CNV_U1_AGUA-ENFRI_BAHIA1;130636;18/08/2000;OPERACION;0131_GE
5493098;INTERCAMBIADOR 1 FT BANCO 2;1 FT BANCO 2;GT_TRF_BCO2_TRAFOS;831948;;OPERACION;0131_GE
4599112;VENTILADOR FC7 BAHIA4 U1 SISTEMA UNIDAD 1 MARCA GENERAL GE-4862;FC7;SI_CNV_U1_AGUA-ENFRI_BAHIA4;130655;18/08/2000;OPERACION;0131_GE
4594935;RECINTO TURBINA U5 GT EPM-GE-6748;U5;GT_CNV_OBRAS;6058;4/03/2002;OPERACION;0131_GE
4594005;TUBERIA REFRIG TRAFOS C/M PL EPM-GE-7325;REFRIG TRAFOS;PL_CNV_AUXMEC-C/M_REFRIG;7035;;OPERACION;0131_GE
4598477;MOTOBOMBA 1 MAKE UP DEMIN U3  B-514-P-9001 GE-4226;B-514-P-9001;SI_CNV_U3_S-COND_REP-AACOND;122154;21/12/1998;OPERACION;0131_GE
4592914;VALVULA ADMISION 1 U3 RF EPM-GE-9854;1;RF_CNV_U3_TURB_AUX;285055;25/06/2007;OPERACION;0131_GE
5493190;INTERCAMBIADOR 2 FT BANCO 2;2 FT BANCO 2;GT_TRF_BCO2_TRAFOS;831949;;OPERACION;0131_GE
4233061;CONTROL VALVULA CONDUCCION G4_EPM-GE-908;;G4_CND_C/V;257339;;OPERACION;0131_GE
4229456;BATERIAS 1 SERV AUX S/E P2;1;PII_TRF_AUXELEC-S/E_DC 125V;116551;9/04/2001;OPERACION;0131_GE
4599284;MOTOBOMBA WC2 ENFRIA AGUA U2SI CS 88WC-2 U2 GE-5036;WC2;SI_CNV_U2_AGUA-ENFRI;129987;18/08/2000;OPERACION;0131_GE
4229970;INTERCAMBIADOR 1REFR ACRU U1P3_EPM-GE-2290;1 ACRU;PIII_CNV_U1_GEN_AUX_REFRI_BOMB_ACRU;300582;;OPERACION;0131_GE
4229365;DRENAJE AGUAS NEGRAS C/M P2;;PII_CNV_OBRAS;116414;;OPERACION;0131_GE
